31,競馬場コード,競馬場,国名,レース日付,Date_L,Video,Sectional,レース名,レース格,レースNo,レース他,レース名省略,出走条件（性別）,馬場の種類,障害数,障害レース確認,出走条件（クラス）,出走条件（他）,出走条件（年齢）,距離,コース形態,コース詳細,馬場状態,総賞金,着賞金,通過タイム01,通過タイム02,通過タイム03,通過タイム04,通過タイム05,finishタイム,レースSectionalタイム01,レースSectionalタイム02,レースSectionalタイム03,レースSectionalタイム04,レースSectionalタイム05,レースSectionalタイム06,レースSectionalタイム内訳01,レースSectionalタイム内訳02,レースSectionalタイム内訳03,レースSectionalタイム内訳04,馬別Sectionalタイム01,馬別Sectionalタイム02,馬別Sectionalタイム03,馬別Sectionalタイム04,馬別Sectionalタイム05,馬別Sectionalタイム06,馬別Sectionalタイム内訳01,馬別Sectionalタイム内訳02,馬別Sectionalタイム内訳03,馬別Sectionalタイム内訳04,通過順位01,通過順位02,通過順位03,通過順位04,通過順位05,入線順位,確定順位,異常区分,同着,着変更,馬番号,ゲート番号,着差1,着差2,馬名,馬ID,生産国,オッズ,馬齢,馬体重,斤量,斤量特記1,斤量特記2,補助馬具,調教師,騎手,毛色,性別,父名,母名,母父名,出走頭数,タイム,優勝馬オーナー,優勝馬生産者,コメント
32,ST,Sha Tin,HK,2022/01/09,https://racing.hkjc.com/racing/information/english/Racing/LocalResults.aspx?RaceDate=2022/01/09&Racecourse=ST&RaceNo=8,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220109&no=08&lang=eng,https://racing.hkjc.com/racing/information/english/Racing/DisplaySectionalTime.aspx?RaceDate=09/01/2022&RaceNo=8,TAI TAN HANDICAP,Class 4,RACE 8,,,,TURF,,,,,,1400M,,,GOOD,"HK$ 1,040,000",,13.55,35.35,58.43,,,1:21.83,13.55,21.80,23.08,23.40,,,,,,,13.63,22.00,23.28,24.69,,,,,,,4,5,7,,,14,14,,,,11,12,11,,NAMJONG CORTEZ,D468,,70,,1015,119,,,,K H Ting,M L Yeung,,,,,,14,1:23.60,,,"VOYAGE STAR and GO FOR TEA both began awkwardly.
HANG’S DECISION shifted in at the start and bumped SUPER MISSION which was crowded for room outside LIFELINE VISION.
NAMJONG CORTEZ shifted in at the start and bumped A A AGILITY. After this, A A AGILITY was shifted across behind runners.
Shortly after the start, RUNNING GLORY shifted out and raced tight inside LIFELINE VISION.
Despite being vigorously ridden along in the early stages, VOYAGE STAR took some time to muster speed.
At the entrance to the Straight, GOOD RUNNER was positioned close to the heels of ISLAND SURPRISE when held up for clear running and then passing the 400 Metres GOOD RUNNER was directed to the outside of FIRE BALL to obtain clear running.
VUKAN was badly held up for clear running from passing the 300 Metres until after the 200 Metres.
HANG’S DECISION was unable to obtain clear running over the final 200 Metres and because of this was not able to be tested.
In the Straight, AMIGOS GIGGLE hung out under pressure.
Throughout the race, FIRE BALL travelled wide and without cover.
A veterinary inspection of VOYAGE STAR immediately following the race found that horse to be a ""roarer” which had previously been reported.
GOOD RUNNER, RUNNING GLORY and LIFELINE VISION were sent for sampling.
<10/1/2022 Additional Veterinary Reports>The Veterinary Surgeon reported that GOOD RUNNER was lame in its left front leg on the morning after racing. Before being allowed to race again, GOOD RUNNER will be subjected to an official veterinary examination."
32,ST,Sha Tin,HK,2022/01/09,https://racing.hkjc.com/racing/information/english/Racing/LocalResults.aspx?RaceDate=2022/01/09&Racecourse=ST&RaceNo=9,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220109&no=09&lang=eng,https://racing.hkjc.com/racing/information/english/Racing/DisplaySectionalTime.aspx?RaceDate=09/01/2022&RaceNo=9,TAI TAN HANDICAP,Class 4,RACE 9,,,,TURF,,,,,,1400M,,,GOOD,"HK$ 1,040,000",,13.49,34.99,58.51,,,1:22.06,13.49,21.50,23.52,23.55,,,,,,,14.37,21.58,23.20,22.91,,,,,,,13,12,10,,,1,1,,,,5,13,-,,HAPPY DAILY,E294,,6.3,,1070,127,,,,L Ho,K Teetan,,,,,,14,1:22.06,,,"BOOMING WELL began awkwardly, shifted out and bumped the hindquarters of MOONLUCK which was bumped by THE MULTIPLIER which shifted in. After this, THE MULTIPLIER was steadied to obtain cover.
HUNKY DORY began awkwardly and became unbalanced shortly after the start.
From a wide barrier, HAPPY DAILY was shifted across behind runners in the early stages.
BOOMING WELL travelled keenly in the early stages.
Passing the 800 Metres, DANDY YEARS was left racing wide and without cover.
Approaching the 700 Metres, SALUTATION was awkwardly placed behind GOOD BUDDY.
Approaching the 500 Metres, HK DRAGON was shifted in away from the heels of GOOD BUDDY.
SALUTATION lay out rounding the Home Turn and again after the 300 Metres.
Passing the 300 Metres, THE MULTIPLIER was shifted in away from the heels of MOONLUCK to obtain clear running.
After the 100 Metres, THE MULTIPLIER lay out under pressure, resulting in its rider having to stop riding and straighten his mount.
A veterinary inspection of WINS ALL, MOONLUCK and BOOMING WELL immediately following the race did not show any significant findings.
HAPPY DAILY and GOOD BUDDY were sent for sampling."
32,ST,Sha Tin,HK,2022/01/09,https://racing.hkjc.com/racing/information/english/Racing/LocalResults.aspx?RaceDate=2022/01/09&Racecourse=ST&RaceNo=9,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220109&no=09&lang=eng,https://racing.hkjc.com/racing/information/english/Racing/DisplaySectionalTime.aspx?RaceDate=09/01/2022&RaceNo=9,TAI TAN HANDICAP,Class 4,RACE 9,,,,TURF,,,,,,1400M,,,GOOD,"HK$ 1,040,000",,13.49,34.99,58.51,,,1:22.06,13.49,21.50,23.52,23.55,,,,,,,13.77,21.54,23.56,23.44,,,,,,,6,4,5,,,2,2,,,,1,2,1-1/2,,GOOD BUDDY,E097,,5,,1242,133,,,,D J Hall,L Ferraris,,,,,,14,1:22.31,,,"BOOMING WELL began awkwardly, shifted out and bumped the hindquarters of MOONLUCK which was bumped by THE MULTIPLIER which shifted in. After this, THE MULTIPLIER was steadied to obtain cover.
HUNKY DORY began awkwardly and became unbalanced shortly after the start.
From a wide barrier, HAPPY DAILY was shifted across behind runners in the early stages.
BOOMING WELL travelled keenly in the early stages.
Passing the 800 Metres, DANDY YEARS was left racing wide and without cover.
Approaching the 700 Metres, SALUTATION was awkwardly placed behind GOOD BUDDY.
Approaching the 500 Metres, HK DRAGON was shifted in away from the heels of GOOD BUDDY.
SALUTATION lay out rounding the Home Turn and again after the 300 Metres.
Passing the 300 Metres, THE MULTIPLIER was shifted in away from the heels of MOONLUCK to obtain clear running.
After the 100 Metres, THE MULTIPLIER lay out under pressure, resulting in its rider having to stop riding and straighten his mount.
A veterinary inspection of WINS ALL, MOONLUCK and BOOMING WELL immediately following the race did not show any significant findings.
HAPPY DAILY and GOOD BUDDY were sent for sampling."
32,ST,Sha Tin,HK,2022/01/09,https://racing.hkjc.com/racing/information/english/Racing/LocalResults.aspx?RaceDate=2022/01/09&Racecourse=ST&RaceNo=9,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220109&no=09&lang=eng,https://racing.hkjc.com/racing/information/english/Racing/DisplaySectionalTime.aspx?RaceDate=09/01/2022&RaceNo=9,TAI TAN HANDICAP,Class 4,RACE 9,,,,TURF,,,,,,1400M,,,GOOD,"HK$ 1,040,000",,13.49,34.99,58.51,,,1:22.06,13.49,21.50,23.52,23.55,,,,,,,13.61,21.58,23.48,23.66,,,,,,,2,3,3,,,3,3,,,,13,5,1-3/4,,CHIU CHOW BROTHER,E188,,15,,1037,118,,,,T P Yung,M Chadwick,,,,,,14,1:22.33,,,"BOOMING WELL began awkwardly, shifted out and bumped the hindquarters of MOONLUCK which was bumped by THE MULTIPLIER which shifted in. After this, THE MULTIPLIER was steadied to obtain cover.
HUNKY DORY began awkwardly and became unbalanced shortly after the start.
From a wide barrier, HAPPY DAILY was shifted across behind runners in the early stages.
BOOMING WELL travelled keenly in the early stages.
Passing the 800 Metres, DANDY YEARS was left racing wide and without cover.
Approaching the 700 Metres, SALUTATION was awkwardly placed behind GOOD BUDDY.
Approaching the 500 Metres, HK DRAGON was shifted in away from the heels of GOOD BUDDY.
SALUTATION lay out rounding the Home Turn and again after the 300 Metres.
Passing the 300 Metres, THE MULTIPLIER was shifted in away from the heels of MOONLUCK to obtain clear running.
After the 100 Metres, THE MULTIPLIER lay out under pressure, resulting in its rider having to stop riding and straighten his mount.
A veterinary inspection of WINS ALL, MOONLUCK and BOOMING WELL immediately following the race did not show any significant findings.
HAPPY DAILY and GOOD BUDDY were sent for sampling."
32,ST,Sha Tin,HK,2022/01/09,https://racing.hkjc.com/racing/information/english/Racing/LocalResults.aspx?RaceDate=2022/01/09&Racecourse=ST&RaceNo=9,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220109&no=09&lang=eng,https://racing.hkjc.com/racing/information/english/Racing/DisplaySectionalTime.aspx?RaceDate=09/01/2022&RaceNo=9,TAI TAN HANDICAP,Class 4,RACE 9,,,,TURF,,,,,,1400M,,,GOOD,"HK$ 1,040,000",,13.49,34.99,58.51,,,1:22.06,13.49,21.50,23.52,23.55,,,,,,,13.49,21.50,23.52,23.88,,,,,,,1,1,1,,,4,4,,,,6,9,2,,SOLAR PARTNER,E364,,5.2,,1213,125,,,,P F Yiu,H Bentley,,,,,,14,1:22.39,,,"BOOMING WELL began awkwardly, shifted out and bumped the hindquarters of MOONLUCK which was bumped by THE MULTIPLIER which shifted in. After this, THE MULTIPLIER was steadied to obtain cover.
HUNKY DORY began awkwardly and became unbalanced shortly after the start.
From a wide barrier, HAPPY DAILY was shifted across behind runners in the early stages.
BOOMING WELL travelled keenly in the early stages.
Passing the 800 Metres, DANDY YEARS was left racing wide and without cover.
Approaching the 700 Metres, SALUTATION was awkwardly placed behind GOOD BUDDY.
Approaching the 500 Metres, HK DRAGON was shifted in away from the heels of GOOD BUDDY.
SALUTATION lay out rounding the Home Turn and again after the 300 Metres.
Passing the 300 Metres, THE MULTIPLIER was shifted in away from the heels of MOONLUCK to obtain clear running.
After the 100 Metres, THE MULTIPLIER lay out under pressure, resulting in its rider having to stop riding and straighten his mount.
A veterinary inspection of WINS ALL, MOONLUCK and BOOMING WELL immediately following the race did not show any significant findings.
HAPPY DAILY and GOOD BUDDY were sent for sampling."
32,ST,Sha Tin,HK,2022/01/09,https://racing.hkjc.com/racing/information/english/Racing/LocalResults.aspx?RaceDate=2022/01/09&Racecourse=ST&RaceNo=9,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220109&no=09&lang=eng,https://racing.hkjc.com/racing/information/english/Racing/DisplaySectionalTime.aspx?RaceDate=09/01/2022&RaceNo=9,TAI TAN HANDICAP,Class 4,RACE 9,,,,TURF,,,,,,1400M,,,GOOD,"HK$ 1,040,000",,13.49,34.99,58.51,,,1:22.06,13.49,21.50,23.52,23.55,,,,,,,14.09,21.58,23.40,23.60,,,,,,,10,9,9,,,5,5,,,,11,4,3-3/4,,HK DRAGON,E222,,7,,1259,119,,,,D J Whyte,C L Chau,,,,,,14,1:22.67,,,"BOOMING WELL began awkwardly, shifted out and bumped the hindquarters of MOONLUCK which was bumped by THE MULTIPLIER which shifted in. After this, THE MULTIPLIER was steadied to obtain cover.
HUNKY DORY began awkwardly and became unbalanced shortly after the start.
From a wide barrier, HAPPY DAILY was shifted across behind runners in the early stages.
BOOMING WELL travelled keenly in the early stages.
Passing the 800 Metres, DANDY YEARS was left racing wide and without cover.
Approaching the 700 Metres, SALUTATION was awkwardly placed behind GOOD BUDDY.
Approaching the 500 Metres, HK DRAGON was shifted in away from the heels of GOOD BUDDY.
SALUTATION lay out rounding the Home Turn and again after the 300 Metres.
Passing the 300 Metres, THE MULTIPLIER was shifted in away from the heels of MOONLUCK to obtain clear running.
After the 100 Metres, THE MULTIPLIER lay out under pressure, resulting in its rider having to stop riding and straighten his mount.
A veterinary inspection of WINS ALL, MOONLUCK and BOOMING WELL immediately following the race did not show any significant findings.
HAPPY DAILY and GOOD BUDDY were sent for sampling."
32,ST,Sha Tin,HK,2022/01/09,https://racing.hkjc.com/racing/information/english/Racing/LocalResults.aspx?RaceDate=2022/01/09&Racecourse=ST&RaceNo=9,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220109&no=09&lang=eng,https://racing.hkjc.com/racing/information/english/Racing/DisplaySectionalTime.aspx?RaceDate=09/01/2022&RaceNo=9,TAI TAN HANDICAP,Class 4,RACE 9,,,,TURF,,,,,,1400M,,,GOOD,"HK$ 1,040,000",,13.49,34.99,58.51,,,1:22.06,13.49,21.50,23.52,23.55,,,,,,,13.97,21.54,23.44,23.77,,,,,,,7,7,6,,,6,6,,,,10,3,4,,SALUTATION,D497,,10,,1174,123,,,,J Size,J Moreira,,,,,,14,1:22.72,,,"BOOMING WELL began awkwardly, shifted out and bumped the hindquarters of MOONLUCK which was bumped by THE MULTIPLIER which shifted in. After this, THE MULTIPLIER was steadied to obtain cover.
HUNKY DORY began awkwardly and became unbalanced shortly after the start.
From a wide barrier, HAPPY DAILY was shifted across behind runners in the early stages.
BOOMING WELL travelled keenly in the early stages.
Passing the 800 Metres, DANDY YEARS was left racing wide and without cover.
Approaching the 700 Metres, SALUTATION was awkwardly placed behind GOOD BUDDY.
Approaching the 500 Metres, HK DRAGON was shifted in away from the heels of GOOD BUDDY.
SALUTATION lay out rounding the Home Turn and again after the 300 Metres.
Passing the 300 Metres, THE MULTIPLIER was shifted in away from the heels of MOONLUCK to obtain clear running.
After the 100 Metres, THE MULTIPLIER lay out under pressure, resulting in its rider having to stop riding and straighten his mount.
A veterinary inspection of WINS ALL, MOONLUCK and BOOMING WELL immediately following the race did not show any significant findings.
HAPPY DAILY and GOOD BUDDY were sent for sampling."
32,ST,Sha Tin,HK,2022/01/09,https://racing.hkjc.com/racing/information/english/Racing/LocalResults.aspx?RaceDate=2022/01/09&Racecourse=ST&RaceNo=9,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220109&no=09&lang=eng,https://racing.hkjc.com/racing/information/english/Racing/DisplaySectionalTime.aspx?RaceDate=09/01/2022&RaceNo=9,TAI TAN HANDICAP,Class 4,RACE 9,,,,TURF,,,,,,1400M,,,GOOD,"HK$ 1,040,000",,13.49,34.99,58.51,,,1:22.06,13.49,21.50,23.52,23.55,,,,,,,13.73,21.58,23.44,24.08,,,,,,,3,5,4,,,7,7,,,,2,11,4-3/4,,DANDY YEARS,E047,,9.5,,1200,129,,,,C S Shum,K C Leung,,,,,,14,1:22.83,,,"BOOMING WELL began awkwardly, shifted out and bumped the hindquarters of MOONLUCK which was bumped by THE MULTIPLIER which shifted in. After this, THE MULTIPLIER was steadied to obtain cover.
HUNKY DORY began awkwardly and became unbalanced shortly after the start.
From a wide barrier, HAPPY DAILY was shifted across behind runners in the early stages.
BOOMING WELL travelled keenly in the early stages.
Passing the 800 Metres, DANDY YEARS was left racing wide and without cover.
Approaching the 700 Metres, SALUTATION was awkwardly placed behind GOOD BUDDY.
Approaching the 500 Metres, HK DRAGON was shifted in away from the heels of GOOD BUDDY.
SALUTATION lay out rounding the Home Turn and again after the 300 Metres.
Passing the 300 Metres, THE MULTIPLIER was shifted in away from the heels of MOONLUCK to obtain clear running.
After the 100 Metres, THE MULTIPLIER lay out under pressure, resulting in its rider having to stop riding and straighten his mount.
A veterinary inspection of WINS ALL, MOONLUCK and BOOMING WELL immediately following the race did not show any significant findings.
HAPPY DAILY and GOOD BUDDY were sent for sampling."
32,ST,Sha Tin,HK,2022/01/09,https://racing.hkjc.com/racing/information/english/Racing/LocalResults.aspx?RaceDate=2022/01/09&Racecourse=ST&RaceNo=9,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220109&no=09&lang=eng,https://racing.hkjc.com/racing/information/english/Racing/DisplaySectionalTime.aspx?RaceDate=09/01/2022&RaceNo=9,TAI TAN HANDICAP,Class 4,RACE 9,,,,TURF,,,,,,1400M,,,GOOD,"HK$ 1,040,000",,13.49,34.99,58.51,,,1:22.06,13.49,21.50,23.52,23.55,,,,,,,14.21,21.90,23.28,23.62,,,,,,,12,13,13,,,8,8,,,,8,8,6,,THE MULTIPLIER,E320,,115,,1137,124,,,,D A Hayes,A Hamelin,,,,,,14,1:23.01,,,"BOOMING WELL began awkwardly, shifted out and bumped the hindquarters of MOONLUCK which was bumped by THE MULTIPLIER which shifted in. After this, THE MULTIPLIER was steadied to obtain cover.
HUNKY DORY began awkwardly and became unbalanced shortly after the start.
From a wide barrier, HAPPY DAILY was shifted across behind runners in the early stages.
BOOMING WELL travelled keenly in the early stages.
Passing the 800 Metres, DANDY YEARS was left racing wide and without cover.
Approaching the 700 Metres, SALUTATION was awkwardly placed behind GOOD BUDDY.
Approaching the 500 Metres, HK DRAGON was shifted in away from the heels of GOOD BUDDY.
SALUTATION lay out rounding the Home Turn and again after the 300 Metres.
Passing the 300 Metres, THE MULTIPLIER was shifted in away from the heels of MOONLUCK to obtain clear running.
After the 100 Metres, THE MULTIPLIER lay out under pressure, resulting in its rider having to stop riding and straighten his mount.
A veterinary inspection of WINS ALL, MOONLUCK and BOOMING WELL immediately following the race did not show any significant findings.
HAPPY DAILY and GOOD BUDDY were sent for sampling."
32,ST,Sha Tin,HK,2022/01/09,https://racing.hkjc.com/racing/information/english/Racing/LocalResults.aspx?RaceDate=2022/01/09&Racecourse=ST&RaceNo=9,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220109&no=09&lang=eng,https://racing.hkjc.com/racing/information/english/Racing/DisplaySectionalTime.aspx?RaceDate=09/01/2022&RaceNo=9,TAI TAN HANDICAP,Class 4,RACE 9,,,,TURF,,,,,,1400M,,,GOOD,"HK$ 1,040,000",,13.49,34.99,58.51,,,1:22.06,13.49,21.50,23.52,23.55,,,,,,,14.05,21.74,23.40,23.98,,,,,,,9,10,11,,,9,9,,,,14,6,7,,BOOMING WELL,E252,,13,,1082,115,,,,C H Yip,V Borges,,,,,,14,1:23.17,,,"BOOMING WELL began awkwardly, shifted out and bumped the hindquarters of MOONLUCK which was bumped by THE MULTIPLIER which shifted in. After this, THE MULTIPLIER was steadied to obtain cover.
HUNKY DORY began awkwardly and became unbalanced shortly after the start.
From a wide barrier, HAPPY DAILY was shifted across behind runners in the early stages.
BOOMING WELL travelled keenly in the early stages.
Passing the 800 Metres, DANDY YEARS was left racing wide and without cover.
Approaching the 700 Metres, SALUTATION was awkwardly placed behind GOOD BUDDY.
Approaching the 500 Metres, HK DRAGON was shifted in away from the heels of GOOD BUDDY.
SALUTATION lay out rounding the Home Turn and again after the 300 Metres.
Passing the 300 Metres, THE MULTIPLIER was shifted in away from the heels of MOONLUCK to obtain clear running.
After the 100 Metres, THE MULTIPLIER lay out under pressure, resulting in its rider having to stop riding and straighten his mount.
A veterinary inspection of WINS ALL, MOONLUCK and BOOMING WELL immediately following the race did not show any significant findings.
HAPPY DAILY and GOOD BUDDY were sent for sampling."
32,ST,Sha Tin,HK,2022/01/09,https://racing.hkjc.com/racing/information/english/Racing/LocalResults.aspx?RaceDate=2022/01/09&Racecourse=ST&RaceNo=9,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220109&no=09&lang=eng,https://racing.hkjc.com/racing/information/english/Racing/DisplaySectionalTime.aspx?RaceDate=09/01/2022&RaceNo=9,TAI TAN HANDICAP,Class 4,RACE 9,,,,TURF,,,,,,1400M,,,GOOD,"HK$ 1,040,000",,13.49,34.99,58.51,,,1:22.06,13.49,21.50,23.52,23.55,,,,,,,14.13,21.66,23.44,23.94,,,,,,,11,11,12,,,10,10,,,,12,7,7,,MOONLUCK,E079,,14,,1073,120,,,,K W Lui,C Y Ho,,,,,,14,1:23.17,,,"BOOMING WELL began awkwardly, shifted out and bumped the hindquarters of MOONLUCK which was bumped by THE MULTIPLIER which shifted in. After this, THE MULTIPLIER was steadied to obtain cover.
HUNKY DORY began awkwardly and became unbalanced shortly after the start.
From a wide barrier, HAPPY DAILY was shifted across behind runners in the early stages.
BOOMING WELL travelled keenly in the early stages.
Passing the 800 Metres, DANDY YEARS was left racing wide and without cover.
Approaching the 700 Metres, SALUTATION was awkwardly placed behind GOOD BUDDY.
Approaching the 500 Metres, HK DRAGON was shifted in away from the heels of GOOD BUDDY.
SALUTATION lay out rounding the Home Turn and again after the 300 Metres.
Passing the 300 Metres, THE MULTIPLIER was shifted in away from the heels of MOONLUCK to obtain clear running.
After the 100 Metres, THE MULTIPLIER lay out under pressure, resulting in its rider having to stop riding and straighten his mount.
A veterinary inspection of WINS ALL, MOONLUCK and BOOMING WELL immediately following the race did not show any significant findings.
HAPPY DAILY and GOOD BUDDY were sent for sampling."
32,ST,Sha Tin,HK,2022/01/09,https://racing.hkjc.com/racing/information/english/Racing/LocalResults.aspx?RaceDate=2022/01/09&Racecourse=ST&RaceNo=9,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220109&no=09&lang=eng,https://racing.hkjc.com/racing/information/english/Racing/DisplaySectionalTime.aspx?RaceDate=09/01/2022&RaceNo=9,TAI TAN HANDICAP,Class 4,RACE 9,,,,TURF,,,,,,1400M,,,GOOD,"HK$ 1,040,000",,13.49,34.99,58.51,,,1:22.06,13.49,21.50,23.52,23.55,,,,,,,14.81,21.54,23.24,23.90,,,,,,,14,14,14,,,11,11,,,,4,12,9,,FANTASTIC SHOW,A207,,38,,1098,125,,,,Y S Tsui,H T Mo,,,,,,14,1:23.49,,,"BOOMING WELL began awkwardly, shifted out and bumped the hindquarters of MOONLUCK which was bumped by THE MULTIPLIER which shifted in. After this, THE MULTIPLIER was steadied to obtain cover.
HUNKY DORY began awkwardly and became unbalanced shortly after the start.
From a wide barrier, HAPPY DAILY was shifted across behind runners in the early stages.
BOOMING WELL travelled keenly in the early stages.
Passing the 800 Metres, DANDY YEARS was left racing wide and without cover.
Approaching the 700 Metres, SALUTATION was awkwardly placed behind GOOD BUDDY.
Approaching the 500 Metres, HK DRAGON was shifted in away from the heels of GOOD BUDDY.
SALUTATION lay out rounding the Home Turn and again after the 300 Metres.
Passing the 300 Metres, THE MULTIPLIER was shifted in away from the heels of MOONLUCK to obtain clear running.
After the 100 Metres, THE MULTIPLIER lay out under pressure, resulting in its rider having to stop riding and straighten his mount.
A veterinary inspection of WINS ALL, MOONLUCK and BOOMING WELL immediately following the race did not show any significant findings.
HAPPY DAILY and GOOD BUDDY were sent for sampling."
32,ST,Sha Tin,HK,2022/01/09,https://racing.hkjc.com/racing/information/english/Racing/LocalResults.aspx?RaceDate=2022/01/09&Racecourse=ST&RaceNo=9,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220109&no=09&lang=eng,https://racing.hkjc.com/racing/information/english/Racing/DisplaySectionalTime.aspx?RaceDate=09/01/2022&RaceNo=9,TAI TAN HANDICAP,Class 4,RACE 9,,,,TURF,,,,,,1400M,,,GOOD,"HK$ 1,040,000",,13.49,34.99,58.51,,,1:22.06,13.49,21.50,23.52,23.55,,,,,,,14.05,21.50,23.44,24.99,,,,,,,8,8,8,,,12,12,,,,7,10,12,,HUNKY DORY,E438,,159,,1116,124,,,,R Gibson,R Maia,,,,,,14,1:23.98,,,"BOOMING WELL began awkwardly, shifted out and bumped the hindquarters of MOONLUCK which was bumped by THE MULTIPLIER which shifted in. After this, THE MULTIPLIER was steadied to obtain cover.
HUNKY DORY began awkwardly and became unbalanced shortly after the start.
From a wide barrier, HAPPY DAILY was shifted across behind runners in the early stages.
BOOMING WELL travelled keenly in the early stages.
Passing the 800 Metres, DANDY YEARS was left racing wide and without cover.
Approaching the 700 Metres, SALUTATION was awkwardly placed behind GOOD BUDDY.
Approaching the 500 Metres, HK DRAGON was shifted in away from the heels of GOOD BUDDY.
SALUTATION lay out rounding the Home Turn and again after the 300 Metres.
Passing the 300 Metres, THE MULTIPLIER was shifted in away from the heels of MOONLUCK to obtain clear running.
After the 100 Metres, THE MULTIPLIER lay out under pressure, resulting in its rider having to stop riding and straighten his mount.
A veterinary inspection of WINS ALL, MOONLUCK and BOOMING WELL immediately following the race did not show any significant findings.
HAPPY DAILY and GOOD BUDDY were sent for sampling."
32,ST,Sha Tin,HK,2022/01/09,https://racing.hkjc.com/racing/information/english/Racing/LocalResults.aspx?RaceDate=2022/01/09&Racecourse=ST&RaceNo=9,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220109&no=09&lang=eng,https://racing.hkjc.com/racing/information/english/Racing/DisplaySectionalTime.aspx?RaceDate=09/01/2022&RaceNo=9,TAI TAN HANDICAP,Class 4,RACE 9,,,,TURF,,,,,,1400M,,,GOOD,"HK$ 1,040,000",,13.49,34.99,58.51,,,1:22.06,13.49,21.50,23.52,23.55,,,,,,,13.77,21.58,23.60,25.30,,,,,,,5,6,7,,,13,13,,,,3,1,13-3/4,,GREEN ENVY,C313,,35,,1147,124,,,,C Fownes,K H Chan,,,,,,14,1:24.25,,,"BOOMING WELL began awkwardly, shifted out and bumped the hindquarters of MOONLUCK which was bumped by THE MULTIPLIER which shifted in. After this, THE MULTIPLIER was steadied to obtain cover.
HUNKY DORY began awkwardly and became unbalanced shortly after the start.
From a wide barrier, HAPPY DAILY was shifted across behind runners in the early stages.
BOOMING WELL travelled keenly in the early stages.
Passing the 800 Metres, DANDY YEARS was left racing wide and without cover.
Approaching the 700 Metres, SALUTATION was awkwardly placed behind GOOD BUDDY.
Approaching the 500 Metres, HK DRAGON was shifted in away from the heels of GOOD BUDDY.
SALUTATION lay out rounding the Home Turn and again after the 300 Metres.
Passing the 300 Metres, THE MULTIPLIER was shifted in away from the heels of MOONLUCK to obtain clear running.
After the 100 Metres, THE MULTIPLIER lay out under pressure, resulting in its rider having to stop riding and straighten his mount.
A veterinary inspection of WINS ALL, MOONLUCK and BOOMING WELL immediately following the race did not show any significant findings.
HAPPY DAILY and GOOD BUDDY were sent for sampling."
32,ST,Sha Tin,HK,2022/01/09,https://racing.hkjc.com/racing/information/english/Racing/LocalResults.aspx?RaceDate=2022/01/09&Racecourse=ST&RaceNo=9,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220109&no=09&lang=eng,https://racing.hkjc.com/racing/information/english/Racing/DisplaySectionalTime.aspx?RaceDate=09/01/2022&RaceNo=9,TAI TAN HANDICAP,Class 4,RACE 9,,,,TURF,,,,,,1400M,,,GOOD,"HK$ 1,040,000",,13.49,34.99,58.51,,,1:22.06,13.49,21.50,23.52,23.55,,,,,,,13.77,21.30,23.60,25.60,,,,,,,4,2,2,,,14,14,,,,9,14,13-3/4,,WINS ALL,C388,,20,,1140,122,,,,W Y So,M F Poon,,,,,,14,1:24.27,,,"BOOMING WELL began awkwardly, shifted out and bumped the hindquarters of MOONLUCK which was bumped by THE MULTIPLIER which shifted in. After this, THE MULTIPLIER was steadied to obtain cover.
HUNKY DORY began awkwardly and became unbalanced shortly after the start.
From a wide barrier, HAPPY DAILY was shifted across behind runners in the early stages.
BOOMING WELL travelled keenly in the early stages.
Passing the 800 Metres, DANDY YEARS was left racing wide and without cover.
Approaching the 700 Metres, SALUTATION was awkwardly placed behind GOOD BUDDY.
Approaching the 500 Metres, HK DRAGON was shifted in away from the heels of GOOD BUDDY.
SALUTATION lay out rounding the Home Turn and again after the 300 Metres.
Passing the 300 Metres, THE MULTIPLIER was shifted in away from the heels of MOONLUCK to obtain clear running.
After the 100 Metres, THE MULTIPLIER lay out under pressure, resulting in its rider having to stop riding and straighten his mount.
A veterinary inspection of WINS ALL, MOONLUCK and BOOMING WELL immediately following the race did not show any significant findings.
HAPPY DAILY and GOOD BUDDY were sent for sampling."
